trans_id,lang,translation
"Leppävaara-Viherlaak",sv,"Alberga-Gröndal"
"Hirsipadonkuja",fi,"Hirsipadonkuja"
"Laajasalontie 10",sv,"Degerövägen 10"
"Koukkuniementie 9",sv,"Krokuddsvägen 9"
"Ku-Ke",sv,"Ku-Ke"
"Espoonlahden lukio",sv,"Espoonlahden lukio"
"Ravurinpolku",sv,"Travarstigen"
"Rajontie",sv,"Rajovägen"
"Eliel-Tuomarila/Kur",fi,"Eliel-Tuomarila/Kur"
"Muolantie",fi,"Muolantie"
"Keravan asema, lait. 11",fi,"Keravan asema, lait. 11"
"Rautatientori-Malmi-Siltamäki-Puistolan asema",fi,"Rautatientori-Malmi-Siltamäki-Puistolan asema"
"Orion",fi,"Orion"
"Sepänkyläntie",fi,"Sepänkyläntie"
"Naulakuja",fi,"Naulakuja"
"Pyhtäänkorventie",sv,"Pyttistådet"
"Tikkurilan asema, lait. 11",fi,"Tikkurilan asema, lait. 11"
"Tynnyrip-Matinkallio",fi,"Tynnyrip-Matinkallio"
"Rautatientori - Kartanonkoski - Ylästö",fi,"Rautatientori - Kartanonkoski - Ylästö"
"Mikonkatu",fi,"Mikonkatu"
"Itämetsä",fi,"Itämetsä"
"Lindmaninkorpi",fi,"Lindmaninkorpi"
"Paarmarinne",sv,"Bromsbrinken"
"Kesäsiirtola",fi,"Kesäsiirtola"
"Hietaniemenkatu 19",sv,"Sanduddsgatan 19"
"Perintötie 2",sv,"Arvsvägen 2"
"Tapiola-Olari",sv,"Hagalund-Olars"
"Espoo k.-Siikan",sv,"Esbo cent-Siknäs"
"Kamppi - Hämeenlinnanväylä -",fi,"Kamppi - Hämeenlinnanväylä -"
"Tallängen",fi,"Tallängen"
"Vernerintie 9",sv,"Vernersvägen 9"
"Malminrinne 6",fi,"Malminrinne 6"
"Kamppi - Meilahti - Suvela - Espoon keskus - Kauklahti",sv,"Kampen - Mejlans - Södrik - Esbo centrum - Köklax"
"Kasarmitori",fi,"Kasarmitori"
"Pyöräilystadion",fi,"Pyöräilystadion"
"Lampareentie",fi,"Lampareentie"
"Tunnelitie 2",sv,"Tunnelvägen 2"
"Rajatorpantie",sv,"Råtorpsvägen"
"Kamppi-Friisilä",fi,"Kamppi-Friisilä"
"Valpurinpuisto",fi,"Valpurinpuisto"
"Krakanpolku",fi,"Krakanpolku"
"Piitie",fi,"Piitie"
"Mellunmäki-Leppäkorp",fi,"Mellunmäki-Leppäkorp"
"Suovatie",sv,"Stackvägen"
"Pohjoisväylä",fi,"Pohjoisväylä"
"Melkonkatu 16 a",sv,"Melkögatan 16 a"
"Kerava-Rautat",sv,"Kervo-Järnv"
"Pakilan kirkko",fi,"Pakilan kirkko"
"Päivänkehrän koulu",fi,"Päivänkehrän koulu"
"Tervahaudantie",fi,"Tervahaudantie"
"Roineentie",fi,"Roineentie"
"Heinämiehentie",fi,"Heinämiehentie"
"Bölentie",sv,"Bölevägen"
"Kalliolinnantie",fi,"Kalliolinnantie"
"Vuosaaren metroasema",fi,"Vuosaaren metroasema"
"Savion asema",fi,"Savion asema"
"Kaksoiskiventie",fi,"Kaksoiskiventie"
"Leiviskätie",sv,"Lispundsvägen"
"Nurkkatie",fi,"Nurkkatie"
"Erätie",sv,"Jaktfärdsvägen"
"Elielinaukio-Leppävaara-Lähderanta-Jupperi",sv,"Elielplatsen-Alberga-Källstrand-Jupper"
"Kamppi - Hyrylä - Järvenpää - Kellokoski",fi,"Kamppi - Hyrylä - Järvenpää - Kellokoski"
"Kivikkokuja",fi,"Kivikkokuja"
"Neilikkakatu",fi,"Neilikkakatu"
"Rusthollarinkuja",sv,"Rusthållargränden"
"Kotikyläntie",sv,"Hembyvägen"
"Rautatieläisenkatu",sv,"Järnvägsmannagatan"
"Mustanniemenkuja",sv,"Svartnäsgränd"
"Kansanopisto",sv,"Kansanopisto"
"Leppävaara-Jorvi",fi,"Leppävaara-Jorvi"
"Otaniemi - Tapiola (M) - Westend - Matinkylä (M)- Hyljelahti",sv,"Otnäs - Hagalund (M) - Gäddvik - Mattby (M) - Sälviken"
"Ruoholahti-Salmisaari",fi,"Ruoholahti-Salmisaari"
"Kyläkartano",fi,"Kyläkartano"
"Vantaanreitti",fi,"Vantaanreitti"
"Leikkitie",fi,"Leikkitie"
"Martinlaakson asema, lait. 14",sv,"Mårtensdals station, pf. 14"
"Agroksenkuja",sv,"Agrosgränden"
"Klaukkalankuja",fi,"Klaukkalankuja"
"Flemingintie",fi,"Flemingintie"
"Kukkarorinne",fi,"Kukkarorinne"
"Pilvilinnankuja",sv,"Luftslottsgatan"
"Hyljeranta",sv,"Sälstranden"
"Marjalahdentie 13",fi,"Marjalahdentie 13"
"Piitie 2",sv,"Kiselvägen 2"
"Kyläsaarenkatu 14",sv,"Byholmsgatan 14"
"Merimiehenkatu 9",fi,"Merimiehenkatu 9"
"Hämeentie 16",fi,"Hämeentie 16"
"Thurmannin P:tie.3",fi,"Thurmannin P:tie.3"
"Martinlaaksonkuja",fi,"Martinlaaksonkuja"
"Porvoontie",sv,"Porvoontie"
"Nikkilän kartano",fi,"Nikkilän kartano"
"Kavallinpelto",sv,"Kavallåkern"
"Hyrylä-Ruotsinkylä-Myllykylä-Riihikallio",fi,"Hyrylä-Ruotsinkylä-Myllykylä-Riihikallio"
"Pohjois-Haaga",fi,"Pohjois-Haaga"
"Jupperin koulu",fi,"Jupperin koulu"
"Soukan koulu",sv,"Soukan koulu"
"Suomenniementie 11",sv,"Suomenniemivägen 11"
"Pajarinne",fi,"Pajarinne"
"Leppävaaran asema, lait. 11",sv,"Alberga station, pf. 11"
"Tikkurila - Peijas",sv,"Dickursby - Pejas"
"Bodom Smeds",fi,"Bodom Smeds"
"Alkutie",sv,"Alkuvägen"
"Raiviontie 2",fi,"Raiviontie 2"
"Niittykummun metroasema",sv,"Ängskulla metrostation"
"Malmin lentokenttä",fi,"Malmin lentokenttä"
"Lipparinne",sv,"Klappbrinken"
"Kerkkäkuja",sv,"Årsskottsgränden"
"Rautatientori - Käpylä - Veräjälaakso",fi,"Rautatientori - Käpylä - Veräjälaakso"
"Luhtaanmäki*",sv,"Luhtabacka*"
"Raudikkokuja",sv,"Fuxgränden"
"Ericsson",sv,"Ericsson"
"Puusepäntie",fi,"Puusepäntie"
"Retkeilijänsilta",sv,"Vandrarbron"
"Matinkylä (M)-Soukka-Suvisaaristo",fi,"Matinkylä (M)-Soukka-Suvisaaristo"
"Pornainen-Halkia-Pihlajamäki",fi,"Pornainen-Halkia-Pihlajamäki"
"Sisselenpolku",sv,"Cisselestigen"
"Mannerheimintie 102",fi,"Mannerheimintie 102"
"Puistokaari 12",fi,"Puistokaari 12"
"Eliel-Myyrmäki",fi,"Eliel-Myyrmäki"
"Junonkatu",fi,"Junonkatu"
"Kaironkatu",fi,"Kaironkatu"
"Kattilantie 39",fi,"Kattilantie 39"
"Minttupelto",sv,"Myntängen"
"Kesantokuja",sv,"Trädesgränden"
"Kaunispolku",sv,"Fagerstigen"
"Maunulantie",fi,"Maunulantie"
"Tulisuonkuja",fi,"Tulisuonkuja"
"Leiviskätie",fi,"Leiviskätie"
"Sorsak-Mattilanp",sv,"Sorsak-Mattilanp"
"Iivisniemi",sv,"Ivisnäs"
"Viulupolku",sv,"Fiolstigen"
"Repovuorentie",sv,"Rävbergsvägen"
"Nikkilän koulukeskus",sv,"Nickby skolcentrum"
"Rehtorintie 4",fi,"Rehtorintie 4"
"Kamppi - Hyrylä - Jokela",sv,"Kampen - Hyrylä - Jokela"
"Martinlaakso, l. 18",sv,"Mårtensdals, pf. 18"
"Porintie",fi,"Porintie"
"Pekanraitti",sv,"Pehrsstråket"
"Kuusala",sv,"Kusas"
"Leppävaara-Mäkkylä-Pitäjänmäki",fi,"Leppävaara-Mäkkylä-Pitäjänmäki"
"Kamppi-Keimola-Syväoja",sv,"Kampen-Käinby-Syväoja"
"Tollinportti",fi,"Tollinportti"
"Kivikkotie",fi,"Kivikkotie"
"Kinaporinpuisto",sv,"Kinaborgsparken"
"Hansakallio",sv,"Hansaberget"
"Mechelininkatu 39",fi,"Mechelininkatu 39"
"Lokitie 1",fi,"Lokitie 1"
"Eerikinkartanontie",sv,"Erikgårdsvägen"
"Linnankoskenkatu",fi,"Linnankoskenkatu"
"Mankkaankallio",fi,"Mankkaankallio"
"Siikakuja",fi,"Siikakuja"
"Vols",fi,"Vols"
"Roihuvuoren kirkko",sv,"Kasbergets kyrka"
"Isokaari 25",sv,"Storsvängen 25"
"Käpyr. palvelutalo",sv,"Serviceh. Käpyrinne"
"Skutholminkaari",sv,"Skutholmsbågen"
"Kääntökuja 2",sv,"Vändgränden 2"
"Leppävaaran asema, lait. 21",sv,"Alberga station, pf. 21"
"Jääskentie",sv,"Jääskisvägen"
"Aarnivalkean koulu",sv,"Aarnivalkean koulu"
"Kuokankaari",sv,"Gräftbågen"
"Kalmuuri",sv,"Kallmuren"
"Marjalahdentie 13",sv,"Marviksvägen 13"
"Tarutie 1",sv,"Mytvägen 1"
"Kaarnatie",fi,"Kaarnatie"
"Leppävaaran asema, lait. 13",fi,"Leppävaaran asema, lait. 13"
"Jokimäki-Järvenpää",fi,"Jokimäki-Järvenpää"
"Ylermintie",fi,"Ylermintie"
"Ruosilanpolku",sv,"Rosasstigen"
"Talkootie",fi,"Talkootie"
"Hakkapeliitantie",fi,"Hakkapeliitantie"
"Valhalla",fi,"Valhalla"
"Koivumäentie",sv,"Björkbackavägen"
"Leikosaarentie 29",sv,"Lekholmsvägen 29"
"Helsingintie 20",sv,"Helsingforsvägen 20"
"Kirkkonummi-Pikkala",fi,"Kirkkonummi-Pikkala"
"Täkykuja",fi,"Täkykuja"
"Poutahaukanpolku",fi,"Poutahaukanpolku"
"Holmbackantie",sv,"Holmbackavägen"
"Peltolanpolku",fi,"Peltolanpolku"
"Rautatientori-Tattarisuo-Jakomäki",sv,"Järnvägstorget-Tattarmossen-Jakobacka"
"Miilumäentie",fi,"Miilumäentie"
"Kunnaantie",fi,"Kunnaantie"
"Uudenkirkontie",sv,"Nykyrkovägen"
"D-juna",fi,"D-juna"
"Käärmeniementie",fi,"Käärmeniementie"
"Kaivosrinteentie",sv,"Gruvhöjdsvägen"
"Majavatie",fi,"Majavatie"
"Rastilantie 17",fi,"Rastilantie 17"
"Espoonlahdensolmu",sv,"Esboviksknuten"
"Jussaksentie",sv,"Jussasvägen"
"Kartanonmetsäntie",fi,"Kartanonmetsäntie"
"Korppaanmäentie 10",sv,"Korpasbackavägen 10"
"Jätkäsaari",fi,"Jätkäsaari"
"Kampin terminaali, lait. 41",fi,"Kampin terminaali, lait. 41"
"Högåsantie",fi,"Högåsantie"
"Rtori-Kylmäoja",sv,"Jtorget-Kallbäcken"
"Pitkännotkontie",fi,"Pitkännotkontie"
"Rautatientori, lait. 11",fi,"Rautatientori, lait. 11"
"Rautatientori-Herttoniemenranta-Yliskylä-Jollas",fi,"Rautatientori-Herttoniemenranta-Yliskylä-Jollas"
"Nikkilä - Talma - Keravan asema",fi,"Nikkilä - Talma - Keravan asema"
"Latokasken kenttä",fi,"Latokasken kenttä"
"Auramo",fi,"Auramo"
"Sinisiiventie",fi,"Sinisiiventie"
"Yliskylänkaari",sv,"Uppbysvängen"
"Tulppatie 5",fi,"Tulppatie 5"
"Hki-Kouvola",fi,"Hki-Kouvola"
"Somerikkopolku",sv,"Klapperstensstigen"
"Myllynkivenkuja",sv,"Kvarnstensgränden"
"Asemapäällikönk. 1",sv,"Stinsgatan 1"
"Tapiola (M)-Niittykumpu-Haukilahti-Matinkylä (M)",fi,"Tapiola (M)-Niittykumpu-Haukilahti-Matinkylä (M)"
"Kukantie",fi,"Kukantie"
"Kotikt-Kont-Kivik-Ko",sv,"Hemgv-Gb-Stensb-Hemg"
"Liisankatu",sv,"Elisabetsgatan"
"Itäkeskus(M)-Östersundom-Landbo",sv,"Östra centrum(M)-Östersundom-Landbo"
"Harjukylä",fi,"Harjukylä"
"Petäjärventie",fi,"Petäjärventie"
"Rekolan kirkko",sv,"Rekolan kirkko"
"Täkytie",sv,"Agnfiskvägen"
"Itäkeskus (M), lait. 2",fi,"Itäkeskus (M), lait. 2"
"Leppävaara-Karakallio-Viherlaakso-Jorvi",fi,"Leppävaara-Karakallio-Viherlaakso-Jorvi"
"Siuntion asema",fi,"Siuntion asema"
"Gesterbyn paloasema",fi,"Gesterbyn paloasema"
"Uutela",sv,"Nybondas"
"Master Golf",sv,"Master Golf"
"Tapionaukion terminaali",sv,"Tapioplatsens terminal"
"Taavinkylä",fi,"Taavinkylä"
"Merikatu",sv,"Havsgatan"
"Kamppi-Tuomarila",fi,"Kamppi-Tuomarila"
"Vanhaistentie",fi,"Vanhaistentie"
"Jakomäentie",fi,"Jakomäentie"
"Markkinakatu",fi,"Markkinakatu"
"Englantilainen koulu",fi,"Englantilainen koulu"
"Ostostie",fi,"Ostostie"
"Antaksentie",fi,"Antaksentie"
"Tarutie 1",fi,"Tarutie 1"
"D-juna",sv,"D-tåget"
"Viipurinkatu",sv,"Viborgsgatan"
"Kurttilantie",sv,"Kurtbyvägen"
"Metsotie",sv,"Tjädervägen"
"Veikkola - Lapinkylä - Kauhala",fi,"Veikkola - Lapinkylä - Kauhala"
"Nissintie",fi,"Nissintie"
"Etanakuja",fi,"Etanakuja"
"Kalkkipellonmäki",sv,"Kalkåkersbacken"
"Hannusjärvi",sv,"Hannusträsket"
"Tiiliruukintie",sv,"Tiiliruukintie"
"Pakkalankuja 5",sv,"Backasgränden 5"
"Pasila - Meilahti - Aalto-yliopisto (M) - Tapiola (M)",fi,"Pasila - Meilahti - Aalto-yliopisto (M) - Tapiola (M)"
"Pohjois-Nikinmäki - Nikinmäki - Mikkola - Korso",fi,"Pohjois-Nikinmäki - Nikinmäki - Mikkola - Korso"
"Härkälahdenkuja 9",fi,"Härkälahdenkuja 9"
"Hirsalantie 905",fi,"Hirsalantie 905"
"Harkkokuja",sv,"Tackgränden"
"Tapuliaukio",sv,"Stapelplatsen"
"Tapiola (M)-Mankkaa-Kauniainen-Jorvi",fi,"Tapiola (M)-Mankkaa-Kauniainen-Jorvi"
"Punametsäntie",fi,"Punametsäntie"
"Salavatie",fi,"Salavatie"
"Vanha sotilastie 2",fi,"Vanha sotilastie 2"
"Telamäentie 10",fi,"Telamäentie 10"
"Mielikintie 11",fi,"Mielikintie 11"
"Vantaankoskentie",sv,"Vandaforsvägen"
"Rautatientori, l. 10",fi,"Rautatientori, l. 10"
"Österbyntie 160",fi,"Österbyntie 160"
"Ilpolantie",sv,"Ilpolavägen"
"Siepporinne",sv,"Flugsnapparbrinken"
"Aavaranta",sv,"Aavaranda"
"Mustosentie",sv,"Mustosentie"
"Isokaari 25",fi,"Isokaari 25"
"Vattuniemenkatu 23",fi,"Vattuniemenkatu 23"
"Suursuonkuja",fi,"Suursuonkuja"
"Aleksanterinkatu 13",sv,"Alexandersgatan 13"
"Vihti",sv,"Vichtis"
"Katajaharju",fi,"Katajaharju"
"Renginpolku",fi,"Renginpolku"
"Variskuja",fi,"Variskuja"
"Jäkälätie 12",fi,"Jäkälätie 12"
"Lintuvaarantie",fi,"Lintuvaarantie"
"Arhotie 22",sv,"Sandarvsvägen 22"
"Kirkkonummentie",sv,"Kyrkslättsvägen"
"Rautatientori-Käpylä-Veräjälaakso",fi,"Rautatientori-Käpylä-Veräjälaakso"
"Veräjämäki",fi,"Veräjämäki"
"Tammisalon puisto",sv,"Tammelundsparken"
"Eteläinen Hesperiank",sv,"Södra Hesperiagatan"
"Atlaksenkuja",sv,"Atlasgränden"
"Kamppi-Hyrylä-Jäniksenlinna-Hyvinkää",fi,"Kamppi-Hyrylä-Jäniksenlinna-Hyvinkää"
"ABC Vuosaaren satama",fi,"ABC Vuosaaren satama"
"Esikkotie",fi,"Esikkotie"
"Vanha Myllylammentie",fi,"Vanha Myllylammentie"
"Soittajantie 8",sv,"Musikantvägen 8"
"Purjehtijankuja",fi,"Purjehtijankuja"
"Niipperin koulu",fi,"Niipperin koulu"
"Tiilitie",fi,"Tiilitie"
"Juhanilantie",sv,"Johansvägen"
"Frasibäckintie",sv,"Frasibäcksvägen"
"Minkkikatu",sv,"Minkkikatu"
"Testipysäkki 3",fi,"Testipysäkki 3"
"Kunnallisneuvoksent",fi,"Kunnallisneuvoksent"
"Niittykummun kenttä",fi,"Niittykummun kenttä"
"Mustarinne",fi,"Mustarinne"
"Sudenkaari",sv,"Vargsvännen"
"Yrjönkatu 12",sv,"Georgsgatan 12"
"Isonnevantie",sv,"Stormyrvägen"
"Katajaharjuntie",fi,"Katajaharjuntie"
"Kamppi - Keimola - Klaukkala / Nurmijärvi",fi,"Kamppi - Keimola - Klaukkala / Nurmijärvi"
"Kihi",fi,"Kihi"
"Rusthollintie",fi,"Rusthollintie"
"Gesterbyn kp",fi,"Gesterbyn kp"
"Laululaakso",fi,"Laululaakso"
"Vuorilahdentie",sv,"Bergsviksvägen"
"Myyrmäki l.5 tulo",sv,"Myrbacka pf.5 ank."
"Lahela",sv,"Lahela"
"Espoonportti",sv,"Esboporten"
"Kolistimenoja",sv,"Kolistimenoja"
"Asemapäällikönk. 1",fi,"Asemapäällikönk. 1"
"Sturenkatu 26",fi,"Sturenkatu 26"
"Skutholminkaari",fi,"Skutholminkaari"
"Kontula(M) - Kotikonnuntie",sv,"Gårdsbacka - Hemgårdsvägen"
"Pekkalantie",sv,"Pekkalantie"
"Fredrikinkatu 59",fi,"Fredrikinkatu 59"
"Vallikallionkuja",fi,"Vallikallionkuja"
"Afrikantie",fi,"Afrikantie"
"Sankaritie",sv,"Hjältevägen"
"Alakiventie 5",sv,"Understensvägen 5"
"Jokivarsi",sv,"Jokivarsi"
"Urkupillintie 10",sv,"Orgelpipsvägen 10"
"Puistotie",sv,"Puistotie"
"Lattamiehentie",fi,"Lattamiehentie"
"Aavaranta",fi,"Aavaranta"
"Karhuntassuntie",fi,"Karhuntassuntie"
"Vaskisalmenkuja",sv,"Kopparsundsgränden"
"Maantiekylä",sv,"Maantiekylä"
"Patteripolku",fi,"Patteripolku"
"Koskelonsolmu",fi,"Koskelonsolmu"
"Rauhamäki",fi,"Rauhamäki"
"Taka-Niipperi",fi,"Taka-Niipperi"
"Päiväkumpu",fi,"Päiväkumpu"
"Juusjärventie 38",fi,"Juusjärventie 38"
"Hietalahti",sv,"Sandviken"
"Kielomäenkuja",sv,"Konvaljbacksgränden"
"Mäkelänkatu 98",fi,"Mäkelänkatu 98"
"Kotkapolku 2",fi,"Kotkapolku 2"
"Ottelukuja",fi,"Ottelukuja"
"Kuunaritie",sv,"Skonertvägen"
"Tikkurilan urheilup.",sv,"Dickursby idrottsp."
"Helsinki",fi,"Helsinki"
"Hopeatien palv.talo",fi,"Hopeatien palv.talo"
"Itäkes-Landb",sv,"Östra c-Landb"
"Kumianpää",sv,"Hangedet"
"Hyljeluodontie",sv,"Säkörsvägen"
"Metsärinne",sv,"Metsärinne"
"Espoon k-Kattila",fi,"Espoon k-Kattila"
"Koivuhovin asema",fi,"Koivuhovin asema"
"Finnträskinsalmi",fi,"Finnträskinsalmi"
"Puistokaari 6",sv,"Parksvängen 6"
"ASG",fi,"ASG"
"Munkkiniemenranta",fi,"Munkkiniemenranta"
"Moisiontie",sv,"Moisiovägen"
"Karakaari",sv,"Karasvängen"
"Hampträskintie",fi,"Hampträskintie"
"Nro 1250041",sv,"Nro 1250041"
"Sepänrinteentie 26",sv,"Smedsbackavägen 26"
"Hyttimestarintie",fi,"Hyttimestarintie"
"Sahaajankatu",sv,"Sågaregatan"
"Fregattitie 18",sv,"Fregattvägen 18"
"Vesalantie",sv,"Ärvingsvägen"
"Viipurinkatu 20",sv,"Viborgsgatan 20"
"Jätkäsaari-Vallila",sv,"Busholmen-Vallgård"
"Etanapolku",fi,"Etanapolku"
"Peräsintie",fi,"Peräsintie"
"Virtatie",fi,"Virtatie"
"Kuurinniitty",sv,"Kurängen"
"Koivuhovi",sv,"Björkgård"
"Laivanrakentajanp.",fi,"Laivanrakentajanp."
"Tiilipolku",fi,"Tiilipolku"
"Myyrmäki l.5 tulo",fi,"Myyrmäki l.5 tulo"
"Kulosaaren Kartano",sv,"Brändö gård"
"Jaluspolku 3",fi,"Jaluspolku 3"
"Urpiaisentie 11",sv,"Gråsiskavägen 11"
"Herttoniemi(M)-Pasila-Ilmala-Suursuo",sv,"Hertonäs(M)-Böle-Ilmala-Storkärr"
"Niinilahti",fi,"Niinilahti"
"Rekolanm. päiväkoti",fi,"Rekolanm. päiväkoti"
"Laurinmäki",fi,"Laurinmäki"
"Hämeenkylä",fi,"Hämeenkylä"
"Mustarinne",sv,"Mörkbranten"
"Alakiventie 5",fi,"Alakiventie 5"
"Palttinapolku",fi,"Palttinapolku"
"Keihäskuja",fi,"Keihäskuja"
"Kaivokselantie",sv,"Gruvstavägen"
"Mannerheimintie 42",sv,"Mannerheimvägen 42"
"Tammisalontie 19",sv,"Tammelundsvägen 19"
"Hakaniemi - Kylmäoja",fi,"Hakaniemi - Kylmäoja"
"Arttolantie",fi,"Arttolantie"
"Svinhufvudintie 7",fi,"Svinhufvudintie 7"
"Störsvikintie",sv,"Störsviksvägen"
"Rautatientori - Laajasalo - Myllypuro",fi,"Rautatientori - Laajasalo - Myllypuro"
"Korpimaa",fi,"Korpimaa"
"Hopeatie",sv,"Silvervägen"
"Seivästie",sv,"Hoppstavsvägen"
"Bergbominkuja",fi,"Bergbominkuja"
"Rux",fi,"Rux"
"Malminkartano",sv,"Malmgård"
"Rekolan leikkialue",sv,"Räckhals lekplats"
"Vaasa",sv,"Vaasa"
"Tukholmankatu 15",sv,"Stockholmsgatan 15"
"Kipparlahdensilmukka",sv,"Skepparvikskroken"
"Kallahdenniemi",sv,"Kallviksudden"
"Kamppi - Kivenlahti - Saunalahti - Kauklahti",fi,"Kamppi - Kivenlahti - Saunalahti - Kauklahti"
"Hakaniemi",fi,"Hakaniemi"
"Salpausselänpolku",fi,"Salpausselänpolku"
"Harjulantie",fi,"Harjulantie"
"Pajupillintie",fi,"Pajupillintie"
"Klaukkalan puisto",fi,"Klaukkalan puisto"
"Juvankartano",fi,"Juvankartano"
"Luomanmäki",fi,"Luomanmäki"
"Ilomäentie",fi,"Ilomäentie"
"Kisatie 29",fi,"Kisatie 29"
"Saramäentie 26",sv,"Starrbackavägen 26"
"Hattulantie - Länsi-Pasila",fi,"Hattulantie - Länsi-Pasila"
"Tapiola(M)-Niittykumpu (M)-Olari",fi,"Tapiola(M)-Niittykumpu (M)-Olari"
"Leppävaara-Serena",sv,"Alberga-Serena"
"Keravan terv.keskus",sv,"Kervos hälsost."
"Hietalahdenranta",fi,"Hietalahdenranta"
"Sepeteuksentie",sv,"Sebedeusvägen"
"Mehiläistie 6",fi,"Mehiläistie 6"
"Kivistön koulu",fi,"Kivistön koulu"
"Sahamäki",sv,"Sågbacka"
"Härkälahdenkuja",sv,"Oxviksgränden"
"Niittymaantie",sv,"Ängsmalmsvägen"
"Tiistilänkaari",sv,"Distbybågen"
"Espoon keskus-Muurala-Nuuksionpää-Kattila",fi,"Espoon keskus-Muurala-Nuuksionpää-Kattila"
"Vallila-Arabia",sv,"Vallgård-Arabia"
"Helsinki - Leppävaara",fi,"Helsinki - Leppävaara"
"Nissinmäentie",fi,"Nissinmäentie"
"Yliskylä",sv,"Uppby"
"Kaivolanmäki",sv,"Brunnsbacken"
"Pasila-Meilahti-Otaniemi (M)-Tapiola (M)",fi,"Pasila-Meilahti-Otaniemi (M)-Tapiola (M)"
"Tikkurilan as. l.15",fi,"Tikkurilan as. l.15"
"Kutteritie",sv,"Kuttervägen"
"Juvanpuiston koulu",sv,"Juvanpuiston koulu"
"Laituri 11",fi,"Laituri 11"
"Pudasrinne",fi,"Pudasrinne"
"Perälänjärventie",fi,"Perälänjärventie"
"Kievari",fi,"Kievari"
"Etanapolku",sv,"Snigelstigen"
"Espoonkartano",sv,"Esbogård"
"Kellonummentie 19",fi,"Kellonummentie 19"
"Kilvoituksentie",fi,"Kilvoituksentie"
"Båtvikintie",fi,"Båtvikintie"
"Mehiläistie 6",sv,"Bisvärmsvägen 6"
"Leposaarentie",sv,"Vilans Väg"
"Tiistilänkuja",sv,"Distbygränden"
"Hakan-Peijas",sv,"Hagnäs-Pejas"
"Rapakiventie",fi,"Rapakiventie"
"Telkkäkuja",fi,"Telkkäkuja"
"Villa Elfvik",fi,"Villa Elfvik"
"Kouvola",fi,"Kouvola"
"Korpilammentie",fi,"Korpilammentie"
"Kaarela",fi,"Kaarela"
"Fatisuo",fi,"Fatisuo"
"Pitkäsuontie",sv,"Långmossevägen"
"Välipurontie",sv,"Mellanbäcksvägen"
"Metsokuja",sv,"Tjädergränden"
"Viherkummuntie",fi,"Viherkummuntie"
"Järvenpää-Linjamäki-Kellokoski-Järvenpää",sv,"Järvenpää-Linjamäki-Kellokoski-Järvenpää"
"Peijas-Korso-Keravan asema-Virrenkulma",sv,"Pejas-Korso-Kervo station-Virrenkulma"
"Joutsenrinne",sv,"Svanbrinken"
"Mannerheimintie 58",fi,"Mannerheimintie 58"
"Kamppi-Meilahti-Laajalahti-Suvela-Espoon keskus-Kauklahti",fi,"Kamppi-Meilahti-Laajalahti-Suvela-Espoon keskus-Kauklahti"
"Rautatientori - Tattarisuo - Jakomäki",sv,"Järnvägstorget - Tattarmossen - Jakobacka"
"Marttila",fi,"Marttila"
"Porttikuja 8",fi,"Porttikuja 8"
"Elielinauk-Niipperi",fi,"Elielinauk-Niipperi"
"Hietaniemenkatu 2",sv,"Sanduddsgatan 2"
"Espoon keskus-Mikkelä-Hirvisuo",sv,"Esbo centrum-Mickels-Älgkärr"
"Pihlajisto",fi,"Pihlajisto"
"Ojapuisto",fi,"Ojapuisto"
"Metsäpirtti",fi,"Metsäpirtti"
"Härkälahdenkuja 9",sv,"Oxviksgränden 9"
"Kirkkosalmentie",sv,"Kyrksundsvägen"
"Hernesaari - Kamppi - Pajamäki",sv,"Ärtholmen - Kampen - Smedjebacka"
"Kaisaniemenpuisto",fi,"Kaisaniemenpuisto"
"Kaarenmäenkuja",sv,"Kårbackagränden"
"Kuuratie 6",fi,"Kuuratie 6"
"Kisatie 29",sv,"Kampvägen 29"
"Nikkilä kunt-Söderk",fi,"Nikkilä kunt-Söderk"
"Kuntakeskus-Störsvik-Pikkala",fi,"Kuntakeskus-Störsvik-Pikkala"
"Rautatientori-Jokivarsi-Nikkilä-Järvenpää",sv,"Järnvägstorget-Jokivarsi-Nickby-Träskända"
"Louhosmäki",fi,"Louhosmäki"
"Kauppatori - Olympiaterminaali",fi,"Kauppatori - Olympiaterminaali"
"Opettajantie 3",sv,"Lärarvägen 3"
"Leppävaara-Viherlaakso-Koskelo-Kalajärvi-Serena",fi,"Leppävaara-Viherlaakso-Koskelo-Kalajärvi-Serena"
"Karhunkierros",fi,"Karhunkierros"
"Ristikalliontie",fi,"Ristikalliontie"
"Turvalaaksontie",sv,"Säkerhetsdalsvägen"
"Gyldenintie 1",fi,"Gyldenintie 1"
"Gyldénintie 1",fi,"Gyldénintie 1"
"Kuunsilta",fi,"Kuunsilta"
"Ilpolantie",fi,"Ilpolantie"
"Hki-Hyrylä",sv,"Hfors-Hyrylä"
"Joukolan puisto",sv,"Joukolaskvären"
"Rakuunantie 16",sv,"Dragonvägen 16"
"Kristuskyrkan",fi,"Kristuskyrkan"
"Savoy Teatteri",sv,"Savoy Teatteri"
"Lehtikuusentie",fi,"Lehtikuusentie"
"Helsinginkatu 58",fi,"Helsinginkatu 58"
"Kirkkopuisto 5",sv,"Kyrkparken 5"
"Pasila-Töölön halli",fi,"Pasila-Töölön halli"
"Eriksnäs - Söderkulla - Nikkilä",fi,"Eriksnäs - Söderkulla - Nikkilä"
